C0187,手斧男孩1-首部曲
C0188,手斧男孩2 -領帶河
C0189,手斧男孩3-另一種結局 
C0190,手斧男孩4-鹿精靈
C0191,手斧男孩5-獵殺布萊恩
C0192,手斧男孩8 -英語求生100天
C0193,挑戰莎士比亞-我就是夏洛克
C0194,作文滿級分這樣寫
C0195,世界著名的閱讀教育
C0196,台塑打造石化王國-王永慶的管理世界
C0197,尋找北京人(上)
C0198,葉丙成的機率驚豔-當數學遇上文學，學生考不好也會笑著裡開
C0199,非典型人生建言
C0200,經營之神-王永慶的傳承者
C0201,凝視死亡
C0202,往事並不如煙
C0203,織田信度-烈焰人生
C0204,豐臣秀吉-天下之夢
C0205,德川家康-天下太平
C0206,豐臣秀吉-天下之夢
C0207,德川家康-天下太平
C0208,千年房市-古人安心成家方案
C0209,燦爛千陽
C0210,放學後再推理
C0211,寫給未來的日記
C0212,〔中學生〕生涯探索故事集
C0213,盜墓筆記第二季之2
C0214,別哭，星星會升起
C0215,台灣異聞錄
C0216,織田信長-烈焰人生
C0217,愛，回家
C0218,發明學-改變世界
C0219,故事如改變你的大腦?
C0220,神偷
C0221,白馬酒館
C0222,歐洲的心臟-德國如何改變自己
C0223,台灣顏色
C0224,上一堂最好玩的日本學 政大超人氣通識課「從漫畫看日本」
C0225,西蒙和他的出櫃日記
C0226,物理才是最好的人生指南-讓宇宙定律為你效勞
C0227,一位老校長引導的學習革命-瑞士學徒制教育在公東
C0228,附上我的愛
C0229,如何在數位時代活得自在
C0230,有人在鹿港搞鬼
C0231,克拉拉的箱子
C0232,玉山的召喚
C0233,學生2溫暖的手勢
C0234,中學生人物故事集
C0235,教育應該不一樣
C0236,請把門鎖好
C0237,陰森的洞穴
C0238,金三角
C0239,西奧律師事務所1-不存在的證人
C0240,用故事教孩子邏輯思考綠
C0241,翻轉財富的人生練習
C0242,帶妹妹長大的小孩
C0243,香港歷史散步
C0244,八卦醫學史
C0245,植物獵人茶盜之旅-改變中英帝國茶葉貿易史
C0246,八卦醫學史
C0247,小小夜曲
C0248,博士熱愛算式
C0249,送走霉運那一年
C0250,挪威的森林「上」
C0251,挪威的森林「下」
C0252,檸檬圖書館
C0253,飛天車碰!碰!
C0254,梅岡城故事
C0255,在天堂遇見的五個人
C0256,100萬個的願望-網路天才少女化身知識公益天使
C0257,柳林中的風聲
C0258,我，比不快樂更快樂
C0259,邪惡的村子
C0260,櫻風堂書店 奇蹟物語
C0261,咖啡館2 夢見咖啡歐蕾的女孩
C0262,咖啡館4 休息中，咖啡的五種風味
C0263,蜻蜓眼
C0264,跡履
C0265,艷陽下的謀殺案
C0266,第九屆林榮三文學獎得獎作品集
C0267,上一堂最好玩的韓國學
C0268,數學天方夜譚-薩米爾的奇幻之旅
C0269,魔戒前傳-哈比人歷險記
C0270,魔戒二部曲-雙城奇謀
C0271,詞靈
C0272,〔中學生〕文學大師短篇名作選
C0273,普通不普通
C0274,蝴蝶花園
C0275,HOLES洞
C0276,魂縈舊恨
C0277,西塔佛秘案
C0278,死亡暗道
C0279,萬能鑑定士Q的事件簿2-凜田莉子一戰成名
C0280,萬能鑑定士Q的事件簿3-絕對音感VS.莉子的直覺
C0281,萬能鑑定士Q的事件簿4-燃燒的珍品海報
C0282,萬能鑑定士Q的事件簿7-莉子PK時尚女王
C0283,萬能鑑定士Q的事件簿8
C0284,歸鄉
C0285,幻想電影院
C0286,掟上今日的辭職信
C0287,孤狼
C0288,蝕罪
C0289,一人管樂社
C0290,行星凱倫
C0291,幻想風琴
C0292,掟上今日的婚姻屆
C0293,初戀品鑑師
C0294,第十九屆林榮三文學獎得獎作品集
C0295,讓高牆倒下吧
C0296,男人與男孩
C0297,幹嘛學數學
C0298,我就是夏洛克
C0299,這位台灣郎會說25種語言
C0300,阿米2宇宙之心
C0301,辛德勒的名單
C0302,所羅門王的指環
C0303,貓頭鷹守護者1-逃離聖鬼鴞學院
C0304,萬能鑑定士的事件簿－京都名寺靈驗的秘密
C0305,福爾摩斯探案全集１－暗紅色的研究
C0306,福爾摩斯探案全集２－四個人的簽名
C0307,福爾摩斯探案全集３－福爾摩斯辦案記
C0308,福爾摩斯探案全集４-福爾摩斯回憶記
C0309,福爾摩斯探案全集５-巴斯克村獵犬
C0310,福爾摩斯探案全集６-福爾摩斯歸來記
C0311,福爾摩斯探案全集７-恐懼之谷
C0312,福爾摩斯探案全集８-福爾摩斯退場記
C0313,福爾摩斯探案全集９-福爾摩斯檔案簿
C0314,福爾摩斯探案全集１０-柯南·道爾的一生
C0315,請問侯文詠-一場與內在對話的旅程
C0316,圖解台灣老地名
C0317,遇見虎靈的女孩
C0318,台灣文創的第一堂課
C0319,億載金城之暗夜迷蹤
C0320,八卦醫學史
C0321,80/20法則
C0322,擁有九頂假髮的女孩
C0323,科學史上的今天1月-6月
C0324,科學史上的今天7月-12月
C0325,神田魂
C0326,殺手-風華絕對的正義
C0327,炒飯狙擊手
C0328,白酒馬館
C0329,西奧律師事務所3 頭號嫌疑犯
C0330,再見天人菊
C0331,達爾文女孩的新航線
C0332,誰偷了維梅爾?
C0333,異能時代
C0334,樂活國民曆
C0335,暮光之城
C0336,穿條紋衣的男孩
C0337,最後一個知識人
C0338,半個地球的距離
C0339,為愛，竭盡所能
C0340,人生第二曲線
C0341,鬧中取靜
C0342,修羅火
C0343,幻紙魔法師2 猜心謎鏡
C0344,怪盜與名偵探
C0345,八一三之謎
C0346,漂浮男孩
C0347,第五項修練
C0348, 尋找回憶的偵探們2 風乾受傷的心
C0349,章魚法官的家庭法學課
C0350,少年台灣史
C0351,最後的演講ㄦ-典藏紀念版
C0352,天空色的年輪蛋糕
C0353,史凱力
C0354,那些異國玩意兒
C0355,星空下的奇幻旅程-蜥蜴女孩&羊駝男孩
C0356,誰在上網？網路使用者大調查
C0357,閱讀的力量-改變生命的十趟閱讀之旅
C0358,閱讀的力量-改變生命的十趟閱讀之旅
C0359,先別急著當傻瓜-Mensa會長激勵人心的生命故事
C0360,從讀到寫-林怡辰的閱讀教育
C0361,閱讀的力量-改變生命的十趟閱讀之旅
C0362,讀書別靠意志力
C0363,誰幫我們撐住天空
C0364,狡猾的讀書法-改變學習順序，我從大學落榜生變王牌律師
C0365,洋溢幸福的青苔小世界
C0366,下一個天亮
C0367,驚人的數學魔術-18堂課，輕鬆變身數學Ａ咖
C0368,有效閱讀-閱讀理解，如何學？如何教？
C0369,翻轉財富的人生練習-全方位理財實踐版
C0370,翻轉財富的人生練習-全方位理財實踐版
C0371,白鯨記
C0372,默默
C0373,聽，世界在吟唱
C0374,晴雨同沐
C0375,你就是改變的起點
C0376,人生不設限-我那好的不像話的生命體驗
C0377,人生不設限-我那好的不像話的生命體驗
C0378,劉墉作品-肯定自己
C0379,100萬的願望-網路天才少女化身知識公益天使
C0380,愛的教育
C0381,走向世界！哈佛、牛津教你如何鍛鍊思考力
C0382,林榮三文學獎-得獎作品
C0383,發現天賦之旅
C0384,氣質卡小狗學堂
C0385,識人！案情並不單純
C0386,帶你玩遍阿拉斯加
C0387,育空極地大冒險
C0388,地球村孩童的夢想
C0389,融入顧客情境-台灣7-ELEVEN的共好經濟學
C0390,專業管理實務入門-新ＰＭＢＯＫ增補改訂版
C0391,只是開玩笑，竟然變被告？
C0392,跟ＴＥＤ學說故事，感動全世界
C0393,巴黎小閣樓糕點派對
C0394,身體的想像，比心思更犀利
C0395,和牛津、劍橋新鮮人一起思考
C0396,勇闖埃及-貧民窟、性工作者、茉莉花革命
C0397,法治大國的日常小事
C0398,一百件洋裝
C0399,跌倒了也要向前進
C0400,波特萊爾大遇險-糟糕的工廠
C0401,我的過動人生
C0402,少年間諜愛列克—飛鷹特擊
C0403,少年間諜愛列克—毒蠍獵殺
C0404,少年間諜愛列克—方舟天使
C0405,一個人的遠行
C0406,雨果的秘密
C0407,不能只有我看到！台灣史上的小人物大有事
C0408,珊瑚島
C0409,手提箱小孩
C0410,出事的那一天
C0411,時報廣場的蟋蟀
C0412,地板下的舊懷錶
C0413,0到10的情書
C0414,13號月台的秘密
C0415,人生呀，歡迎迷路
C0416,筷
C0417,孩子，別急著吃棉花糖
C0418,心上的刺青-寫給相信生命能改變的人
C0419,大學生不要當的28種人
C0420,侯文詠極短篇
C0421,勢不可當-化信心為行動的神奇力量
C0422,也許我們沒有共同的過去，但一定可以有共同的未來
C0423,探長索恩
C0424,孤宿之人「下」
C0425,換一雙眼睛去散步-跟11位專家在日常生活中找到驚奇
C0426,希望回來了-最大的苦難，最美的重生
C0427,春宵苦短，少女前進吧！
C0428,碟形世界特警隊3另有隱情
C0429,金庸作品集32-鹿鼎記（一）
C0430,金庸作品集33-鹿鼎記（二）
C0431,金庸作品集34-鹿鼎記（三）
C0432,金庸作品集35-鹿鼎記（四）
C0433,金庸作品集36-鹿鼎記（五）
C0434,金庸作品集3-碧血劍（上）
C0435,金庸作品集－碧血劍（下）
C0436,夏日大作戰
C0437,魔女宅急便
C0438,夜班經理
C0439,無怨的青春
C0440,咖啡館推理事件簿-下次見面的時請讓我品嚐你煮的咖啡
C0441,咖啡館推理事件簿3-令人心慌的咖啡香
C0442,以父之名－歐巴馬的夢想之路
C0443,森林送信人
C0444,理財小達人-為什麼國家有的窮、有的富？
C0445,理財小達人-為什麼全世界不能用一種錢？
C0446,理財小達人-為什麼我不能把錢花光？
C0447,理財小達人-為什麼爸媽忙著努力賺錢？
C0448,碟形世界特警隊4放馬過來
C0449,我不是自己
C0450,碟形世界特警隊7砰！砰！砰！
C0451,崩壞國文-唐代文學與它們的作者長安水邊多魯蛇？
C0452,晨讀10分鐘-『中學生』成長故事集
C0453,晨讀10分鐘-挑戰極限探險故事
C0454,今文觀止-從故紙看今朝
C0455,大學的脊梁
C0456,芒果貓
C0457,風的女兒
C0458,波特萊爾大遇險-吃人的遊樂園
C0459,甲蟲男孩
C0460,順風耳的新香爐
C0461,朋友未遂
C0462,魔戒三部曲-王者再臨
C0463,男孩裡的小宇宙
C0464,魔法十年屋2-我把時間送給你
C0465,魔法十年屋2-我把時間送給你
C0466,用故事教孩子邏輯思考力
C0467,黑珍珠
C0468,落難美女與私家偵探
C0469,牧羊人的孫女
C0470,御風而上
C0471,學習就是要有計劃！美國ＳＡＴ榜首的考試、記憶、動機訓練法
C0472,做自己與別人生命中的天使
C0473,踏出相信自己的第一步-中輟社長和精英社長教你突破格局的6堂課
C0474,李遠哲傳（上）
C0475,李遠哲傳（下）
C0476,晨讀10分鐘-『中學生』你的獨特，我看見
C0477,瓶中迷境
C0478,愛麗絲夢遊其奇境
C0479,解憂雜貨店
C0480,一百件洋裝
C0481,包公哪有那麼黑
C0482,擁抱，或是反飯上撒點鹽
C0483,博士熱愛的算式
C0484,寂靜的爆彈
C0485,少年小樹之歌
C0486,掟上今日子的遺言書
C0487,掟上今日子推薦文
C0488,掟上今日子的挑戰狀
C0489,幻想偵探社
C0490,相剋
C0491,同期
C0492,果斷
C0493,缺席
C0494,幻想郵局
C0495,邂逅
C0496,媽媽、爸爸我和她
C0497,會跳舞的熊
C0498,世界文學典藏版08-小王子
C0499,自由幻夢
C0500,墓園裡的男孩
C0501,我被轉發了一百萬次
C0502,第十四道門
C0503,11歲男孩的祈禱-一起種樹救地球！
C0504,82年生的金智英
C0505,動物星球偵探事件簿
C0506,少年間諜愛列克2-直擊巔峰
C0507,少年間諜愛列克3-骷髏島
C0508,天橋上的魔術師
C0509,ＺＥＲＯ Ｋ
C0510,偵探偶爾獅性大發-蠻憨女偵探事件簿1
C0511,學生3-叫我最後一名
C0512,中學生好享讀-莎士比亞故事選（下）
C0513,消失的古國-考古學家如何發掘歷史上存在、但地理上消失的36個國家
C0514,小頭目優瑪3-那是誰的尾巴
C0515,給偵探社挑戰書-放學後再推理2
C0516,悶蛋小鎮
C0517,男子啦啦隊！！
C0518,相信樹的人
C0519,巴別塔之夢
C0520,貓頭鷹守護神3-索倫的救援計劃
C0521,貓頭鷹守護神2-飛向蓋胡島神木
C0522,歐幾里得空間的殺人魔
C0523,這一生，至少當一次傻瓜-木村阿公的奇蹟蘋果
C0524,奧運金牌的故事
C0525,咖啡館推理事件簿-下次見面時讓我品嚐你煮的咖啡
C0526,我要帶你回家
C0527,星星糖（下）
C0528,西奧律師事務所6-老師犯規了
C0529,我綁架了外公
C0530,拍案驚奇
C0531,奇想三國2-萬靈神獸
C0532,神秘圖書館偵探1-芽門、彩花籽與小小巫婆
C0533,魔法十年屋1-想不想試試時間的魔法？
C0534,不可思議先生故事集
C0535,小頭目優瑪5-野人傳奇
C0536,亞斯少年校園偵探事件簿
C0537,諾和我
C0538,李查德作品-私人恩怨
C0539,貝多芬的眼淚
C0540,成績單
C0541,海賊王的哲學課
C0542,尋找回憶的偵探們3-沈默之詩
C0543,櫻子小姐腳下埋著屍體3-秋雨、校慶、你的謊言
C0544,櫻子小姐腳下埋著屍體4-初冬、蝴蝶、消失的少女
C0545,窮爸爸教出富小孩-內建孩子裡財力父母絕對要懂的15項ＦＱ教養學
C0546,神奇的小花圖作文法-68個學生，57個六級分，還能提升思考力
C0547,文學星斗-世界文學名作選
C0548,就是愛寫作
C0549,1979年紐伯瑞銀牌獎-吉莉的選擇
C0550,我的校外教學-印度篇
C0551,高雄左營-七日的青鳥
C0552,北城百畫帖
C0553,章魚法官來說法
C0554,星火燎原
C0555,可不可以，陪我到最後
C0556,妖怪藥局2-神仙惹麻煩
C0557,妖怪藥局2-神仙惹麻煩
C0558,哈利波特 消失的密室
C0559,哈利波特 神秘的魔法石
C0560,哈利波特 鳳凰會的密令
C0561,哈利波特  火盃的考驗
C0562,哈利波特 阿茲卡班的逃犯
C0563,奇怪的生物的知識增加了
C0564,追風箏的孩子
C0565,再見，總有一天
C0566,午餐錢大計畫
C0567,幻紙魔法師
C0568,夢幻花
C0569,懸疑大破解！250個為什麼？
C0570,情緒勒索
C0571,陰陽師2 飛天卷
C0572,陰陽師3 付喪神卷
C0573,陰陽師4 鳳凰卷
C0574,陰陽師5 龍笛卷
C0575,陰陽師6 晴明取瘤
C0576,陰陽師7 太極卷
C0577,陰陽師8 首塚
C0578,與你同行玩出素養的語文課
C0579,第十九屆林榮三文學獎
C0580,第十九屆林榮三文學獎
C0581,第十九屆林榮三文學獎
C0582,第九屆林榮三文學獎
C0583,第九屆林榮三文學獎
C0584,第九屆林榮三文學獎
C0585,第十五屆林榮三文學獎
C0586,第十五屆林榮三文學獎
C0587,第十五屆林榮三文學獎
C0588,曝光 2011打狗鳳邑文學獎
C0589,82年生的金智英
C0590,82年生的金智英
C0591,大象的孩子
C0592,怪奇科學研究所
C0593,林投劫
C0594,李宗吾 待人處世不敗哲學
C0595,總裁獅子心
C0596,你真的不必討好所有人
C0597,霍格華茲圖書館 穿越歷史的魁地奇
C0598,霍格華茲圖書館 吟遊詩人皮陀故事集
C0599,霍格華茲圖書館 怪獸與他們的產地
C0600,醫學之卵
C0601,醫學之卵
C0602,黑糖的女兒
C0603,黑糖的女兒
C0604,再見木瓜樹
C0605,熱愛恐龍的女孩
C0606,熱愛恐龍的女孩
C0607,經典古文小寓言
C0608,尋找故事開始的地方
C0609,尋找故事開始的地方
C0610,負影
C0611,筷
C0612,月亮睡著人
C0613,我是傑克，超跩萬事通
C0614,跡履 每個人都有一條堅持要走的路
C0615,跡履 每個人都有一條堅持要走的路
C0616,跡履 每個人都有一條堅持要走的路
C0617,戰慄森林
C0618,未曾上映的電影
C0619,串起星星的手
C0620,崑崙傳說 靈獸轉生
C0621,祕密花園
C0622,尋味
C0623,尋味
C0624,未曾上映的電影
C0625,自己膝蓋自己救 退化性膝關節炎的真相
C0626,噶瑪蘭有塊救人地
C0627,尋找回憶的偵探們
C0628,再見木瓜樹
C0629,新月
C0630,蝕
C0631,暮光之城 破曉
C0632,哈比人
C0633,魔戒現身
C0634,雙城奇謀
C0635,王者再臨
C0636,科學史上的今天 1-6月 歷史瞬間改變世界的起點
C0637,科學史上的今天7-12月 歷史瞬間改變世界的起點
C0638,安徒生故事集1
C0639,安徒生故事集2
C0640,安徒生故事集3
C0641,安徒生故事集4
C0642,文言文閱讀素養 從寓言故事開始
C0643,不要講話
C0644,不要講話
C0645,完美替身
C0646,蘭德里校園報
C0647,不要講話
C0648,不要講話
C0649,我是貓
C0650,少爺
C0651,我是傑克，霸凌終結者
C0652,就愛找麻煩
C0653,遇見100%的女孩
C0654,斜陽
C0655,獵書遊戲 逃出惡魔島
C0656,獵書遊戲 被詛咒的寶藏
C0657,獵書遊戲
C0658,手斧男孩 首部曲
C0659,太陽神試煉2 闇黑預言
C0660,太陽神試煉3 烈焰迷宮
C0661,太陽神試煉4 暴君之墓
C0662,太陽神試煉5 尼祿之塔
C0663,混血營英雄1 迷路英雄
C0664,混血營英雄2 海神之子
C0665,混血營英雄3 智慧印記
C0666,混血營英雄4 冥王之府
C0667,混血營英雄5 英雄之血
C0668,埃及守護神1 紅色金字塔
C0669,埃及守護神2 火焰的王座
C0670,埃及守護神3 巨蛇的闇影
C0671,阿思嘉末日1 夏日之劍
C0672,阿思嘉末日2 雷神戰槌
C0673,阿思嘉末日3 幽冥之船
C0674,修練 前傳  未知樹的預言
C0675,修練I 動物精的秘密
C0676,修練II 千年之約
C0677,修練III 穿越神異界
C0678,修練IV 異種再現
C0679,添翼 培力與轉變的社工路
C0680,添翼 培力與轉變的社工路
C0681,添翼 培力與轉變的社工路
C0682,文言文閱讀素養 從寓言故事開始
C9999,
C0684,
C0685,
C0686,
C0687,
C0688,
A0001,原來科學這麼好玩
A0002,動物園裡的動物寶寶
A0003,快要絕種的動物
A0004,會幫人做事的狗
A0005,動物怎麼躲藏
A0006,恐龍
A0007,毛茸茸的的小可愛
A0008,動物躲起來的地方
A0009,蜜蜂
A0010,貓-家裡的小老虎
A0011,生活在大海裡的動物
A0012,腳底下的世界
A0013,藍鯨
A0014,動物怎麼交談
A0015,動物的旅行
A0016,怎麼畫都不會錯的魔法會本
A0017,澳洲的奇妙動物
A0018,動物怎麼照顧小寶寶
A0019,救救我們的動物朋友
A0020,幫人類做事的動物
A0021,熊寶寶怎麼長大
A0022,秋天裏發生了什麼事
A0023,鳥寶寶怎麼長大
A0024,住在樹上的動物
A0025,熊貓
A0026,動物的鬼把戲
A0027,海裏的寶藏
A0028,愛玩耍的海豚
A0029,池塘和溪流裏的生物
A0030,兩棲類和爬蟲類
A0031,樹林裏的動物
A0032,動物的夏天生活
A0033,大自然動物小百科 和恐龍面對面
A0034,大自然動物小百科 和昆蟲面對面
A0035,大自然動物小百科 和動物面對面
A0036,大自然動物小百科 和海洋面對面
A0037,不要嚇到獅子
A0038,我真的好愛你
A0039,葛斯巴
A0040,鳥和魚
A0041,傑克教授的菜園
A0042,獨一無二的美寶
A0043,小小麵包師卡力
A0044,野獸與男孩
A0045,掃墓雪人和眼鏡雪人
A0046,很久，很久以前….
A0047,髒小弟
A0048,草地時鐘 四季的草地
A0049,花卉時鐘 花朵的春夏秋冬
A0050,蝴蝶時鐘 四季中的蝴蝶與蛾
A0051,太陽時鐘 陽光下的動植物
A0052,樹木時鐘 四季中的樹木
A0053,大地時鐘 大地四季中的動植物
A0054,迷糊妹
A0055,說謊的獅子
A0056,春天農莊的孩子與動物
A0057,一條紅線
A0058,我有友情要出租
A0059,地震王國
A0060,我們的樹
A0061,毛頭小鷹
A0062,超棒貓迪西
A0063,我們的媽媽在哪裡?
A0064,機器人與小鳥
A0065,媽媽的禮物
A0066,長頸鹿好長喔!
A0067,甘地
A0068,牛頓
A0069,馬可波羅
A0070,德蕾莎修女
A0071,達爾文
A0072,釋迦摩尼
A0073,耶穌
A0074,玄奘
A0075,梵谷
A0076,愛因斯坦
A0077,達文西
A0078,安徒生200年珍藏繪本 勇敢的錫兵
A0079,安徒生200年珍藏繪本 野天鵝
A0080,安徒生200年珍藏繪本 雪后
A0081,安徒生200年珍藏繪本 夜鶯
A0082,安徒生200年珍藏繪本 賣火柴的小女孩
A0083,安徒生200年珍藏繪本 國王的新衣
A0084,五個小英雄
A0085,癩蝦蟆與變色龍
A0086,安徒生200年珍藏繪本 拇指姑娘
A0087,蟲蟲盃足球大賽
A0088,少年林肯-對樹說話的男孩
A0089,真是了不起勳章
A0090,臭起司小子爆笑故事大集合
A0091,阿布的力氣
A0092,糖果牙齒
A0093,維妮上學囉
A0094,莎莎妹妹
A0095,早安，荳荳!
A0096,奇奇愛耍酷
A0097,特別的隊伍
A0098,雞的祖先是霸王龍
A0099,如果有一天，我們都沒有東西吃….
A0100,強尼的神奇種子
A0101,鄧肯
A0102,犰狳愛麗絲
A0103,想像與寫實 奇幻藝術大師教你畫出不存在的事物
A0104,古怪公主羅莎貝拉
A0105,瑞秋‧卡森的故事
A0106,線索藏在大便裡!
A0107,219隻螳螂
A0108,我的34秘密基地
A0109,世界是怎麼改變的?
A0110,40立體畫法
A0111,路易、青春、練習曲
